image_path,annotation_path,clip_prefix,split,is_augmented,aug_type,temperature_C,pH,DO_mgL,turbidity_NTU,lighting_mode,resolution_px,tank_id,has_annotation,num_instances,image_width,image_height
Frames\Original\GX020019\images\GX020019_00756.jpg,Frames\Original\GX020019\annotations\GX020019_00756.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00757.jpg,Frames\Original\GX020019\annotations\GX020019_00757.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00758.jpg,Frames\Original\GX020019\annotations\GX020019_00758.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00759.jpg,Frames\Original\GX020019\annotations\GX020019_00759.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Original\GX020019\images\GX020019_00760.jpg,Frames\Original\GX020019\annotations\GX020019_00760.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Original\GX020019\images\GX020019_00761.jpg,Frames\Original\GX020019\annotations\GX020019_00761.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Original\GX020019\images\GX020019_00762.jpg,Frames\Original\GX020019\annotations\GX020019_00762.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,4,550,481
Frames\Original\GX020019\images\GX020019_00763.jpg,Frames\Original\GX020019\annotations\GX020019_00763.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00764.jpg,Frames\Original\GX020019\annotations\GX020019_00764.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00765.jpg,Frames\Original\GX020019\annotations\GX020019_00765.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00766.jpg,Frames\Original\GX020019\annotations\GX020019_00766.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00767.jpg,Frames\Original\GX020019\annotations\GX020019_00767.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00768.jpg,Frames\Original\GX020019\annotations\GX020019_00768.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00769.jpg,Frames\Original\GX020019\annotations\GX020019_00769.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00770.jpg,Frames\Original\GX020019\annotations\GX020019_00770.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00771.jpg,Frames\Original\GX020019\annotations\GX020019_00771.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00772.jpg,Frames\Original\GX020019\annotations\GX020019_00772.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00773.jpg,Frames\Original\GX020019\annotations\GX020019_00773.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00774.jpg,Frames\Original\GX020019\annotations\GX020019_00774.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00775.jpg,Frames\Original\GX020019\annotations\GX020019_00775.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00776.jpg,Frames\Original\GX020019\annotations\GX020019_00776.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00777.jpg,Frames\Original\GX020019\annotations\GX020019_00777.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00778.jpg,Frames\Original\GX020019\annotations\GX020019_00778.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00779.jpg,Frames\Original\GX020019\annotations\GX020019_00779.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00780.jpg,Frames\Original\GX020019\annotations\GX020019_00780.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00781.jpg,Frames\Original\GX020019\annotations\GX020019_00781.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00782.jpg,Frames\Original\GX020019\annotations\GX020019_00782.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00783.jpg,Frames\Original\GX020019\annotations\GX020019_00783.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00784.jpg,Frames\Original\GX020019\annotations\GX020019_00784.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00785.jpg,Frames\Original\GX020019\annotations\GX020019_00785.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00786.jpg,Frames\Original\GX020019\annotations\GX020019_00786.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00787.jpg,Frames\Original\GX020019\annotations\GX020019_00787.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00788.jpg,Frames\Original\GX020019\annotations\GX020019_00788.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00789.jpg,Frames\Original\GX020019\annotations\GX020019_00789.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00790.jpg,Frames\Original\GX020019\annotations\GX020019_00790.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00791.jpg,Frames\Original\GX020019\annotations\GX020019_00791.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00792.jpg,Frames\Original\GX020019\annotations\GX020019_00792.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00793.jpg,Frames\Original\GX020019\annotations\GX020019_00793.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00794.jpg,Frames\Original\GX020019\annotations\GX020019_00794.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00795.jpg,Frames\Original\GX020019\annotations\GX020019_00795.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00796.jpg,Frames\Original\GX020019\annotations\GX020019_00796.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00797.jpg,Frames\Original\GX020019\annotations\GX020019_00797.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00798.jpg,Frames\Original\GX020019\annotations\GX020019_00798.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00799.jpg,Frames\Original\GX020019\annotations\GX020019_00799.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00800.jpg,Frames\Original\GX020019\annotations\GX020019_00800.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00801.jpg,Frames\Original\GX020019\annotations\GX020019_00801.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00802.jpg,Frames\Original\GX020019\annotations\GX020019_00802.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00803.jpg,Frames\Original\GX020019\annotations\GX020019_00803.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00804.jpg,Frames\Original\GX020019\annotations\GX020019_00804.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00805.jpg,Frames\Original\GX020019\annotations\GX020019_00805.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00806.jpg,Frames\Original\GX020019\annotations\GX020019_00806.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00807.jpg,Frames\Original\GX020019\annotations\GX020019_00807.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00808.jpg,Frames\Original\GX020019\annotations\GX020019_00808.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00809.jpg,Frames\Original\GX020019\annotations\GX020019_00809.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00810.jpg,Frames\Original\GX020019\annotations\GX020019_00810.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00811.jpg,Frames\Original\GX020019\annotations\GX020019_00811.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00812.jpg,Frames\Original\GX020019\annotations\GX020019_00812.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00813.jpg,Frames\Original\GX020019\annotations\GX020019_00813.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00814.jpg,Frames\Original\GX020019\annotations\GX020019_00814.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00815.jpg,Frames\Original\GX020019\annotations\GX020019_00815.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00816.jpg,Frames\Original\GX020019\annotations\GX020019_00816.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00817.jpg,Frames\Original\GX020019\annotations\GX020019_00817.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00818.jpg,Frames\Original\GX020019\annotations\GX020019_00818.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00819.jpg,Frames\Original\GX020019\annotations\GX020019_00819.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00820.jpg,Frames\Original\GX020019\annotations\GX020019_00820.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00821.jpg,Frames\Original\GX020019\annotations\GX020019_00821.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00822.jpg,Frames\Original\GX020019\annotations\GX020019_00822.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00823.jpg,Frames\Original\GX020019\annotations\GX020019_00823.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00824.jpg,Frames\Original\GX020019\annotations\GX020019_00824.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00825.jpg,Frames\Original\GX020019\annotations\GX020019_00825.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00826.jpg,Frames\Original\GX020019\annotations\GX020019_00826.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00827.jpg,Frames\Original\GX020019\annotations\GX020019_00827.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00828.jpg,Frames\Original\GX020019\annotations\GX020019_00828.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00829.jpg,Frames\Original\GX020019\annotations\GX020019_00829.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00830.jpg,Frames\Original\GX020019\annotations\GX020019_00830.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00831.jpg,Frames\Original\GX020019\annotations\GX020019_00831.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00832.jpg,Frames\Original\GX020019\annotations\GX020019_00832.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00833.jpg,Frames\Original\GX020019\annotations\GX020019_00833.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00834.jpg,Frames\Original\GX020019\annotations\GX020019_00834.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00835.jpg,Frames\Original\GX020019\annotations\GX020019_00835.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00836.jpg,Frames\Original\GX020019\annotations\GX020019_00836.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00837.jpg,Frames\Original\GX020019\annotations\GX020019_00837.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00838.jpg,Frames\Original\GX020019\annotations\GX020019_00838.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00839.jpg,Frames\Original\GX020019\annotations\GX020019_00839.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00840.jpg,Frames\Original\GX020019\annotations\GX020019_00840.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00841.jpg,Frames\Original\GX020019\annotations\GX020019_00841.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00842.jpg,Frames\Original\GX020019\annotations\GX020019_00842.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00843.jpg,Frames\Original\GX020019\annotations\GX020019_00843.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00844.jpg,Frames\Original\GX020019\annotations\GX020019_00844.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00845.jpg,Frames\Original\GX020019\annotations\GX020019_00845.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00846.jpg,Frames\Original\GX020019\annotations\GX020019_00846.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00847.jpg,Frames\Original\GX020019\annotations\GX020019_00847.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00848.jpg,Frames\Original\GX020019\annotations\GX020019_00848.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00849.jpg,Frames\Original\GX020019\annotations\GX020019_00849.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00850.jpg,Frames\Original\GX020019\annotations\GX020019_00850.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00851.jpg,Frames\Original\GX020019\annotations\GX020019_00851.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00852.jpg,Frames\Original\GX020019\annotations\GX020019_00852.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00853.jpg,Frames\Original\GX020019\annotations\GX020019_00853.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00854.jpg,Frames\Original\GX020019\annotations\GX020019_00854.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00855.jpg,Frames\Original\GX020019\annotations\GX020019_00855.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00856.jpg,Frames\Original\GX020019\annotations\GX020019_00856.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00857.jpg,Frames\Original\GX020019\annotations\GX020019_00857.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00858.jpg,Frames\Original\GX020019\annotations\GX020019_00858.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00859.jpg,Frames\Original\GX020019\annotations\GX020019_00859.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00860.jpg,Frames\Original\GX020019\annotations\GX020019_00860.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00861.jpg,Frames\Original\GX020019\annotations\GX020019_00861.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00862.jpg,Frames\Original\GX020019\annotations\GX020019_00862.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00863.jpg,Frames\Original\GX020019\annotations\GX020019_00863.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00864.jpg,Frames\Original\GX020019\annotations\GX020019_00864.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00865.jpg,Frames\Original\GX020019\annotations\GX020019_00865.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00866.jpg,Frames\Original\GX020019\annotations\GX020019_00866.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00867.jpg,Frames\Original\GX020019\annotations\GX020019_00867.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00868.jpg,Frames\Original\GX020019\annotations\GX020019_00868.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00869.jpg,Frames\Original\GX020019\annotations\GX020019_00869.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00870.jpg,Frames\Original\GX020019\annotations\GX020019_00870.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00871.jpg,Frames\Original\GX020019\annotations\GX020019_00871.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00872.jpg,Frames\Original\GX020019\annotations\GX020019_00872.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00873.jpg,Frames\Original\GX020019\annotations\GX020019_00873.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00874.jpg,Frames\Original\GX020019\annotations\GX020019_00874.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00875.jpg,Frames\Original\GX020019\annotations\GX020019_00875.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00876.jpg,Frames\Original\GX020019\annotations\GX020019_00876.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00877.jpg,Frames\Original\GX020019\annotations\GX020019_00877.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00878.jpg,Frames\Original\GX020019\annotations\GX020019_00878.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00879.jpg,Frames\Original\GX020019\annotations\GX020019_00879.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00880.jpg,Frames\Original\GX020019\annotations\GX020019_00880.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00881.jpg,Frames\Original\GX020019\annotations\GX020019_00881.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00882.jpg,Frames\Original\GX020019\annotations\GX020019_00882.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00883.jpg,Frames\Original\GX020019\annotations\GX020019_00883.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00884.jpg,Frames\Original\GX020019\annotations\GX020019_00884.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00885.jpg,Frames\Original\GX020019\annotations\GX020019_00885.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00886.jpg,Frames\Original\GX020019\annotations\GX020019_00886.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00887.jpg,Frames\Original\GX020019\annotations\GX020019_00887.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00888.jpg,Frames\Original\GX020019\annotations\GX020019_00888.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,3,550,481
Frames\Original\GX020019\images\GX020019_00889.jpg,Frames\Original\GX020019\annotations\GX020019_00889.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
Frames\Original\GX020019\images\GX020019_00890.jpg,Frames\Original\GX020019\annotations\GX020019_00890.json,GX020019,TRAIN,False,,30.1,8.1,4.6,9.0,Natural,3840x3360,R6,True,2,550,481
